Match ID,Date,Venue,Team1,Team2,Toss Winner,Toss Decision,Stage,First Innings Score,First Innings Wicket,Second Innings score,Second Innings Wicket,Match Winner,Won by,Margin,Player of the match
51,14-05-2015,"Wankhede Stadium, Mumbai",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,171.0,4.0,166.0,7.0,Mumbai Indians,Runs,5.0,Hardik Pandya
52,15-05-2015,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Bat,Group,135.0,3.0,83.0,4.0,Royal Challengers Bangalore,Wickets,6.0,Virat Kohli
53,16-05-2015,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,Bat,Group,130.0,7.0,134.0,3.0,Chennai Super Kings,Wickets,7.0,Pawan Negi
54,16-05-2015,"Brabourne Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Bat,Group,199.0,6.0,190.0,9.0,Rajasthan Royals,Runs,9.0,Shane Watson
55,17-05-2015,"M. Chinnaswamy Stadium, Bangalore",Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,187.0,5.0,2.0,0.0,,,,
56,17-05-2015,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Bat,Group,113.0,10.0,114.0,1.0,Mumbai Indians,Wickets,9.0,Mitchell McClenaghan
57,19-05-2015,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Mumbai Indians,Bat,Playoff,187.0,6.0,162.0,10.0,Mumbai Indians,Runs,25.0,Kieron Pollard
58,20-05-2015,"MCA Stadium, Pune",Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Bat,Playoff,180.0,4.0,109.0,10.0,Royal Challengers Bangalore,Runs,71.0,AB de Villiers
59,22-05-2015,"JSCA International Cricket Stadium, Ranchi",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Playoff,139.0,8.0,140.0,7.0,Chennai Super Kings,Wickets,3.0,Ashish Nehra
60,24-05-2015,"Eden Gardens, Kolkata",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Final,202.0,5.0,161.0,8.0,Mumbai Indians,Runs,41.0,Rohit Sharma
1,09-04-2016,"Wankhede Stadium, Mumbai",Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,Bat,Group,121.0,8.0,126.0,1.0,Rising Pune Supergiants,Wickets,9.0,Ajinkya Rahane
2,10-04-2016,"Eden Gardens, Kolkata",Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,98.0,10.0,99.0,1.0,Kolkata Knight Riders,Wickets,9.0,Andre Russell
3,11-04-2016,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Gujarat Lions,Gujarat Lions,Field,Group,161.0,6.0,162.0,5.0,Gujarat Lions,Wickets,5.0,Aaron Finch
4,12-04-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,227.0,4.0,182.0,6.0,Royal Challengers Bangalore,Runs,45.0,AB de Villiers
5,13-04-2016,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,187.0,5.0,188.0,4.0,Mumbai Indians,Wickets,6.0,Rohit Sharma
6,14-04-2016,"Saurashtra Cricket Association Stadium, Rajkot",Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,Bat,Group,163.0,5.0,164.0,3.0,Gujarat Lions,Wickets,7.0,Aaron Finch
7,15-04-2016,"Feroz Shah Kotla, Delhi",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,111.0,9.0,113.0,2.0,Delhi Daredevils,Wickets,8.0,Amit Mishra
8,16-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Group,142.0,7.0,146.0,2.0,Kolkata Knight Riders,Wickets,8.0,Gautam Gambhir
9,16-04-2016,"Wankhede Stadium, Mumbai",Mumbai Indians,Gujarat Lions,Gujarat Lions,Field,Group,143.0,8.0,147.0,7.0,Gujarat Lions,Wickets,3.0,Aaron Finch
10,17-04-2016,"Punjab Cricket Association Stadium, Mohali",Rising Pune Supergiants,Kings XI Punjab,Rising Pune Supergiants,Bat,Group,152.0,7.0,153.0,4.0,Kings XI Punjab,Wickets,6.0,Manan Vohra
11,17-04-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,Field,Group,191.0,5.0,192.0,3.0,Delhi Daredevils,Wickets,7.0,Quinton de Kock
12,18-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,142.0,6.0,145.0,3.0,Sunrisers Hyderabad,Wickets,7.0,David Warner
13,19-04-2016,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,138.0,8.0,141.0,4.0,Kolkata Knight Riders,Wickets,6.0,Robin Uthappa
14,20-04-2016,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,170.0,7.0,171.0,4.0,Mumbai Indians,Wickets,6.0,Rohit Sharma
15,21-04-2016,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,135.0,8.0,137.0,0.0,Sunrisers Hyderabad,Wickets,10.0,Bhuvneshwar Kumar
16,22-04-2016,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,185.0,3.0,172.0,8.0,Royal Challengers Bangalore,Runs,13.0,AB de Villiers
17,23-04-2016,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Mumbai Indians,Mumbai Indians,Field,Group,164.0,4.0,154.0,7.0,Delhi Daredevils,Runs,10.0,Sanju Samson
18,23-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,143.0,6.0,146.0,5.0,Sunrisers Hyderabad,Wickets,5.0,Mustafizur Rahman
19,24-04-2016,"Saurashtra Cricket Association Stadium, Rajkot",Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,Bat,Group,180.0,2.0,182.0,4.0,Gujarat Lions,Wickets,6.0,Virat Kohli
20,24-04-2016,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,160.0,5.0,162.0,8.0,Kolkata Knight Riders,Wickets,2.0,Suryakumar Yadav
21,25-04-2016,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Field,Group,189.0,6.0,164.0,7.0,Mumbai Indians,Runs,25.0,Parthiv Patel
22,26-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,118.0,8.0,94.0,3.0,Rising Pune Supergiants,Runs,34.0,Ashok Dinda
23,27-04-2016,"Feroz Shah Kotla, Delhi",Gujarat Lions,Delhi Daredevils,Delhi Daredevils,Field,Group,172.0,6.0,171.0,5.0,Gujarat Lions,Runs,1.0,Chris Morris
24,28-04-2016,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,174.0,5.0,178.0,4.0,Mumbai Indians,Wickets,6.0,Rohit Sharma
25,29-04-2016,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,Field,Group,195.0,3.0,196.0,7.0,Gujarat Lions,Wickets,3.0,Dwayne Smith
26,30-04-2016,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,186.0,8.0,159.0,10.0,Delhi Daredevils,Runs,27.0,Carlos Brathwaite
27,30-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,194.0,5.0,179.0,6.0,Sunrisers Hyderabad,Runs,15.0,David Warner
28,01-05-2016,"Saurashtra Cricket Association Stadium, Rajkot",Kings XI Punjab,Gujarat Lions,Gujarat Lions,Field,Group,154.0,10.0,131.0,9.0,Kings XI Punjab,Runs,23.0,Axar Patel
29,01-05-2016,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,Field,Group,159.0,5.0,161.0,2.0,Mumbai Indians,Wickets,8.0,Rohit Sharma
30,02-05-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,185.0,7.0,189.0,5.0,Kolkata Knight Riders,Wickets,5.0,Andre Russell
31,03-05-2016,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions,Delhi Daredevils,Delhi Daredevils,Field,Group,149.0,7.0,150.0,2.0,Delhi Daredevils,Wickets,8.0,Rishabh Pant
32,04-05-2016,"Eden Gardens, Kolkata",Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,Field,Group,164.0,3.0,157.0,9.0,Kolkata Knight Riders,Runs,7.0,Andre Russell
33,05-05-2016,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,162.0,7.0,166.0,3.0,Rising Pune Supergiants,Wickets,7.0,Ajinkya Rahane
34,06-05-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,126.0,6.0,129.0,5.0,Sunrisers Hyderabad,Wickets,5.0,Bhuvneshwar Kumar
35,07-05-2016,"M. Chinnaswamy Stadium, Bangalore",Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,191.0,6.0,195.0,3.0,Royal Challengers Bangalore,Wickets,7.0,Virat Kohli
36,07-05-2016,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,181.0,5.0,172.0,5.0,Kings XI Punjab,Runs,9.0,Marcus Stoinis
37,08-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Field,Group,177.0,3.0,92.0,10.0,Sunrisers Hyderabad,Runs,85.0,Ashish Nehra
38,08-05-2016,"Eden Gardens, Kolkata",Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,Field,Group,158.0,4.0,164.0,5.0,Gujarat Lions,Wickets,5.0,Praveen Kumar
39,09-05-2016,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,175.0,6.0,174.0,4.0,Royal Challengers Bangalore,Runs,1.0,Shane Watson
40,10-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Sunrisers Hyderabad,Rising Pune Supergiants,Sunrisers Hyderabad,Bat,Group,137.0,8.0,133.0,8.0,Sunrisers Hyderabad,Runs,4.0,Adam Zampa
41,11-05-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,151.0,4.0,153.0,4.0,Mumbai Indians,Wickets,6.0,Krunal Pandya
42,12-05-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,Field,Group,146.0,8.0,150.0,3.0,Delhi Daredevils,Wickets,7.0,Chris Morris
43,13-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Mumbai Indians,Kings XI Punjab,Mumbai Indians,Bat,Group,124.0,9.0,127.0,3.0,Kings XI Punjab,Wickets,7.0,Marcus Stoinis
44,14-05-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,Field,Group,248.0,3.0,104.0,10.0,Royal Challengers Bangalore,Runs,144.0,AB de Villiers
45,14-05-2016,"Eden Gardens, Kolkata",Rising Pune Supergiants,Kolkata Knight Riders,Rising Pune Supergiants,Bat,Group,103.0,6.0,66.0,2.0,Kolkata Knight Riders,Wickets,8.0,Yusuf Pathan
46,15-05-2016,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,Bat,Group,179.0,4.0,180.0,3.0,Sunrisers Hyderabad,Wickets,7.0,Hashim Amla
47,15-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,206.0,4.0,126.0,10.0,Mumbai Indians,Runs,80.0,Krunal Pandya
48,16-05-2016,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,183.0,5.0,186.0,1.0,Royal Challengers Bangalore,Wickets,9.0,Virat Kohli
49,17-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,121.0,6.0,76.0,1.0,Rising Pune Supergiants,Runs,19.0,Ashok Dinda
50,18-05-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,211.0,3.0,120.0,9.0,Royal Challengers Bangalore,Runs,82.0,Virat Kohli
51,19-05-2016,"Green Park Stadium, Kanpur",Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,Field,Group,124.0,8.0,125.0,4.0,Gujarat Lions,Wickets,6.0,Dwayne Smith
52,20-05-2016,"Shaheed Veer Narayan Singh International Stadium, Raipur",Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,Field,Group,158.0,7.0,161.0,4.0,Delhi Daredevils,Wickets,6.0,Karun Nair
53,21-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Kings XI Punjab,Rising Pune Supergiants,Kings XI Punjab,Bat,Group,172.0,7.0,173.0,6.0,Rising Pune Supergiants,Wickets,4.0,Mahendra Singh Dhoni
54,21-05-2016,"Green Park Stadium, Kanpur",Mumbai Indians,Gujarat Lions,Gujarat Lions,Field,Group,172.0,8.0,173.0,4.0,Gujarat Lions,Wickets,6.0,Suresh Raina
55,22-05-2016,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,171.0,6.0,149.0,8.0,Kolkata Knight Riders,Runs,22.0,Yusuf Pathan
56,22-05-2016,"Shaheed Veer Narayan Singh International Stadium, Raipur",Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,138.0,8.0,139.0,4.0,Royal Challengers Bangalore,Wickets,6.0,Virat Kohli
57,24-05-2016,"M. Chinnaswamy Stadium, Bangalore",Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Playoff,158.0,10.0,159.0,6.0,Royal Challengers Bangalore,Wickets,4.0,AB de Villiers
58,25-05-2016,"Feroz Shah Kotla, Delhi",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Field,Playoff,162.0,8.0,140.0,8.0,Sunrisers Hyderabad,Runs,22.0,Moises Henriques
59,27-05-2016,"Feroz Shah Kotla, Delhi",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Playoff,162.0,7.0,163.0,6.0,Sunrisers Hyderabad,Wickets,4.0,David Warner
60,29-05-2016,"M. Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Bat,Final,208.0,7.0,200.0,7.0,Sunrisers Hyderabad,Runs,8.0,Ben Cutting
1,09-04-2016,"Wankhede Stadium, Mumbai",Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,Bat,Group,121.0,8.0,126.0,1.0,Rising Pune Supergiants,Wickets,9.0,Ajinkya Rahane
2,10-04-2016,"Eden Gardens, Kolkata",Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,98.0,10.0,99.0,1.0,Kolkata Knight Riders,Wickets,9.0,Andre Russell
3,11-04-2016,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Gujarat Lions,Gujarat Lions,Field,Group,161.0,6.0,162.0,5.0,Gujarat Lions,Wickets,5.0,Aaron Finch
4,12-04-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,227.0,4.0,182.0,6.0,Royal Challengers Bangalore,Runs,45.0,AB de Villiers
5,13-04-2016,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,187.0,5.0,188.0,4.0,Mumbai Indians,Wickets,6.0,Rohit Sharma
6,14-04-2016,"Saurashtra Cricket Association Stadium, Rajkot",Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,Bat,Group,163.0,5.0,164.0,3.0,Gujarat Lions,Wickets,7.0,Aaron Finch
7,15-04-2016,"Feroz Shah Kotla, Delhi",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,111.0,9.0,113.0,2.0,Delhi Daredevils,Wickets,8.0,Amit Mishra
8,16-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Group,142.0,7.0,146.0,2.0,Kolkata Knight Riders,Wickets,8.0,Gautam Gambhir
9,16-04-2016,"Wankhede Stadium, Mumbai",Mumbai Indians,Gujarat Lions,Gujarat Lions,Field,Group,143.0,8.0,147.0,7.0,Gujarat Lions,Wickets,3.0,Aaron Finch
10,17-04-2016,"Punjab Cricket Association Stadium, Mohali",Rising Pune Supergiants,Kings XI Punjab,Rising Pune Supergiants,Bat,Group,152.0,7.0,153.0,4.0,Kings XI Punjab,Wickets,6.0,Manan Vohra
11,17-04-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,Field,Group,191.0,5.0,192.0,3.0,Delhi Daredevils,Wickets,7.0,Quinton de Kock
12,18-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,142.0,6.0,145.0,3.0,Sunrisers Hyderabad,Wickets,7.0,David Warner
13,19-04-2016,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,138.0,8.0,141.0,4.0,Kolkata Knight Riders,Wickets,6.0,Robin Uthappa
14,20-04-2016,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,170.0,7.0,171.0,4.0,Mumbai Indians,Wickets,6.0,Rohit Sharma
15,21-04-2016,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,135.0,8.0,137.0,0.0,Sunrisers Hyderabad,Wickets,10.0,Bhuvneshwar Kumar
16,22-04-2016,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,185.0,3.0,172.0,8.0,Royal Challengers Bangalore,Runs,13.0,AB de Villiers
17,23-04-2016,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Mumbai Indians,Mumbai Indians,Field,Group,164.0,4.0,154.0,7.0,Delhi Daredevils,Runs,10.0,Sanju Samson
18,23-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,143.0,6.0,146.0,5.0,Sunrisers Hyderabad,Wickets,5.0,Mustafizur Rahman
19,24-04-2016,"Saurashtra Cricket Association Stadium, Rajkot",Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,Bat,Group,180.0,2.0,182.0,4.0,Gujarat Lions,Wickets,6.0,Virat Kohli
20,24-04-2016,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,160.0,5.0,162.0,8.0,Kolkata Knight Riders,Wickets,2.0,Suryakumar Yadav
21,25-04-2016,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Field,Group,189.0,6.0,164.0,7.0,Mumbai Indians,Runs,25.0,Parthiv Patel
22,26-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,118.0,8.0,94.0,3.0,Rising Pune Supergiants,Runs,34.0,Ashok Dinda
23,27-04-2016,"Feroz Shah Kotla, Delhi",Gujarat Lions,Delhi Daredevils,Delhi Daredevils,Field,Group,172.0,6.0,171.0,5.0,Gujarat Lions,Runs,1.0,Chris Morris
24,28-04-2016,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,174.0,5.0,178.0,4.0,Mumbai Indians,Wickets,6.0,Rohit Sharma
25,29-04-2016,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,Field,Group,195.0,3.0,196.0,7.0,Gujarat Lions,Wickets,3.0,Dwayne Smith
26,30-04-2016,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,186.0,8.0,159.0,10.0,Delhi Daredevils,Runs,27.0,Carlos Brathwaite
27,30-04-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,194.0,5.0,179.0,6.0,Sunrisers Hyderabad,Runs,15.0,David Warner
28,01-05-2016,"Saurashtra Cricket Association Stadium, Rajkot",Kings XI Punjab,Gujarat Lions,Gujarat Lions,Field,Group,154.0,10.0,131.0,9.0,Kings XI Punjab,Runs,23.0,Axar Patel
29,01-05-2016,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,Field,Group,159.0,5.0,161.0,2.0,Mumbai Indians,Wickets,8.0,Rohit Sharma
30,02-05-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,185.0,7.0,189.0,5.0,Kolkata Knight Riders,Wickets,5.0,Andre Russell
31,03-05-2016,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions,Delhi Daredevils,Delhi Daredevils,Field,Group,149.0,7.0,150.0,2.0,Delhi Daredevils,Wickets,8.0,Rishabh Pant
32,04-05-2016,"Eden Gardens, Kolkata",Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,Field,Group,164.0,3.0,157.0,9.0,Kolkata Knight Riders,Runs,7.0,Andre Russell
33,05-05-2016,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,162.0,7.0,166.0,3.0,Rising Pune Supergiants,Wickets,7.0,Ajinkya Rahane
34,06-05-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,126.0,6.0,129.0,5.0,Sunrisers Hyderabad,Wickets,5.0,Bhuvneshwar Kumar
35,07-05-2016,"M. Chinnaswamy Stadium, Bangalore",Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,191.0,6.0,195.0,3.0,Royal Challengers Bangalore,Wickets,7.0,Virat Kohli
36,07-05-2016,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,181.0,5.0,172.0,5.0,Kings XI Punjab,Runs,9.0,Marcus Stoinis
37,08-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Field,Group,177.0,3.0,92.0,10.0,Sunrisers Hyderabad,Runs,85.0,Ashish Nehra
38,08-05-2016,"Eden Gardens, Kolkata",Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,Field,Group,158.0,4.0,164.0,5.0,Gujarat Lions,Wickets,5.0,Praveen Kumar
39,09-05-2016,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,175.0,6.0,174.0,4.0,Royal Challengers Bangalore,Runs,1.0,Shane Watson
40,10-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Sunrisers Hyderabad,Rising Pune Supergiants,Sunrisers Hyderabad,Bat,Group,137.0,8.0,133.0,8.0,Sunrisers Hyderabad,Runs,4.0,Adam Zampa
41,11-05-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,151.0,4.0,153.0,4.0,Mumbai Indians,Wickets,6.0,Krunal Pandya
42,12-05-2016,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,Field,Group,146.0,8.0,150.0,3.0,Delhi Daredevils,Wickets,7.0,Chris Morris
43,13-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Mumbai Indians,Kings XI Punjab,Mumbai Indians,Bat,Group,124.0,9.0,127.0,3.0,Kings XI Punjab,Wickets,7.0,Marcus Stoinis
44,14-05-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,Field,Group,248.0,3.0,104.0,10.0,Royal Challengers Bangalore,Runs,144.0,AB de Villiers
45,14-05-2016,"Eden Gardens, Kolkata",Rising Pune Supergiants,Kolkata Knight Riders,Rising Pune Supergiants,Bat,Group,103.0,6.0,66.0,2.0,Kolkata Knight Riders,Wickets,8.0,Yusuf Pathan
46,15-05-2016,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,Bat,Group,179.0,4.0,180.0,3.0,Sunrisers Hyderabad,Wickets,7.0,Hashim Amla
47,15-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,206.0,4.0,126.0,10.0,Mumbai Indians,Runs,80.0,Krunal Pandya
48,16-05-2016,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,183.0,5.0,186.0,1.0,Royal Challengers Bangalore,Wickets,9.0,Virat Kohli
49,17-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,121.0,6.0,76.0,1.0,Rising Pune Supergiants,Runs,19.0,Ashok Dinda
50,18-05-2016,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,211.0,3.0,120.0,9.0,Royal Challengers Bangalore,Runs,82.0,Virat Kohli
51,19-05-2016,"Green Park Stadium, Kanpur",Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,Field,Group,124.0,8.0,125.0,4.0,Gujarat Lions,Wickets,6.0,Dwayne Smith
52,20-05-2016,"Shaheed Veer Narayan Singh International Stadium, Raipur",Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,Field,Group,158.0,7.0,161.0,4.0,Delhi Daredevils,Wickets,6.0,Karun Nair
